Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb,Years
349,Ruvell Martin,BUF,30,WR,14,0,6,4,66.70%,41,10.3,0,3,16,6.8,0.3,2.9,0,2012
174,Ryan Broyles,DET,24,WR,10,3,32,22,68.80%,310,14.1,2,16,40,9.7,2.2,31,0,2012
277,Ryan Broyles,DET,25,WR,6,3,14,8,57.10%,85,10.6,0,4,22,6.1,1.3,14.2,0,2013
389,Ryan Broyles,DET,26,WR,5,0,5,2,40.00%,25,12.5,0,2,21,5,0.4,5,0,2014
305,Ryan Grant,WAS,24,WR,16,2,15,7,46.70%,68,9.7,0,4,21,4.5,0.4,4.3,0,2014
182,Ryan Grant,WAS,25,WR,16,5,42,23,54.80%,268,11.7,2,18,35,6.4,1.4,16.8,0,2015
287,Ryan Grant,WAS,26,WR,16,1,19,9,47.40%,76,8.4,0,6,17,4,0.6,4.8,0,2016
84,Ryan Grant,WAS,27,WR,16,7,65,45,69.20%,573,12.7,4,29,40,8.8,2.8,35.8,0,2017
116,Ryan Grant,IND,28,WR,14,10,52,35,67.30%,334,9.5,1,18,23,6.4,2.5,23.9,0,2018
359,Ryan Grant,OAK,29,WR,2,1,9,4,44.40%,14,3.5,0,1,9,1.6,2,7,0,2019
478,Ryan Spadola,2TM,22,WR,4,0,1,0,0.00%,0,,0,0,0,0,0,0,,2013
335,Ryan Switzer,DAL,23,WR,16,0,7,6,85.70%,41,6.8,0,4,12,5.9,0.4,2.6,1,2017
112,Ryan Switzer,PIT,24,WR,16,1,44,36,81.80%,253,7,1,15,24,5.8,2.3,15.8,2,2018
310,Ryan Switzer,PIT,25,WR,9,0,11,8,72.70%,27,3.4,0,2,8,2.5,0.9,3,1,2019
348,Ryan Whalen,CIN,22,WR,4,0,5,4,80.00%,27,6.8,0,2,13,5.4,1,6.8,0,2011
305,Ryan Whalen,CIN,23,WR,9,0,12,7,58.30%,53,7.6,0,3,10,4.4,0.8,5.9,0,2012
348,Ryne Robinson,CAR,23,WR,16,0,8,4,50.00%,35,8.8,0,2,12,4.4,0.3,2.2,2,2007
336,Sam Aiken,BUF,23,WR,5,0,8,3,37.50%,35,11.7,0,2,19,4.4,0.6,7,0,2003
242,Sam Aiken,BUF,24,WR,16,0,18,11,61.10%,148,13.5,0,6,54,8.2,0.7,9.3,0,2004
317,Sam Aiken,BUF,25,WR,16,2,13,4,30.80%,57,14.3,0,3,22,4.4,0.3,3.6,0,2005
394,Sam Aiken,BUF,27,WR,12,0,2,1,50.00%,10,10,0,1,10,5,0.1,0.8,0,2007
278,Sam Aiken,NWE,28,WR,14,2,11,8,72.70%,101,12.6,0,5,43,9.2,0.6,7.2,0,2008
180,Sam Aiken,NWE,29,WR,14,7,41,20,48.80%,326,16.3,2,12,81,8,1.4,23.3,0,2009
393,Sam Aiken,CLE,30,WR,3,0,1,1,100.00%,7,7,0,0,7,7,0.3,2.3,0,2010
442,Sam Giguere,IND,24,WR,1,0,2,0,0.00%,0,,0,0,0,0,0,0,0,2009
318,Sam Hurd,DAL,21,WR,15,2,11,5,45.50%,75,15,0,2,33,6.8,0.3,5,0,2006
195,Sam Hurd,DAL,22,WR,16,2,37,19,51.40%,314,16.5,1,17,51,8.5,1.2,19.6,0,2007
287,Sam Hurd,DAL,24,WR,16,1,12,7,58.30%,121,17.3,1,4,53,10.1,0.4,7.6,0,2009
229,Sam Hurd,DAL,25,WR,15,1,23,14,60.90%,120,8.6,0,11,13,5.2,0.9,8,0,2010
289,Sam Hurd,CHI,26,WR,12,0,15,8,53.30%,109,13.6,0,4,28,7.3,0.7,9.1,1,2011
463,Sam Simmons,MIA,24,WR,11,0,2,0,0.00%,0,,0,0,0,0,0,0,0,2003
279,Samie Parker,KAN,23,WR,4,0,13,9,69.20%,137,15.2,1,7,48,10.5,2.3,34.3,0,2004
99,Samie Parker,KAN,24,WR,12,9,58,36,62.10%,533,14.8,3,27,49,9.2,3,44.4,2,2005
82,Samie Parker,KAN,25,WR,16,15,68,41,60.30%,561,13.7,1,32,43,8.3,2.6,35.1,0,2006
162,Samie Parker,KAN,26,WR,15,7,41,24,58.50%,298,12.4,2,14,24,7.3,1.6,19.9,1,2007
426,Sammie Coates,PIT,22,WR,6,0,2,1,50.00%,11,11,0,1,11,5.5,0.2,1.8,0,2015
186,Sammie Coates,PIT,23,WR,14,5,49,21,42.90%,435,20.7,2,16,72,8.9,1.5,31.1,0,2016
319,Sammie Coates,CLE,24,WR,12,1,11,6,54.50%,70,11.7,0,2,38,6.4,0.5,5.8,0,2017
441,Sammie Coates,HOU,25,WR,12,0,2,1,50.00%,12,12,0,1,12,6,0.1,1,0,2018
134,Sammie Stroughter,TAM,23,WR,13,0,60,31,51.70%,334,10.8,1,19,35,5.6,2.4,25.7,0,2009
168,Sammie Stroughter,TAM,24,WR,12,4,38,24,63.20%,239,10,0,13,27,6.3,2,19.9,1,2010
344,Sammie Stroughter,TAM,25,WR,6,0,7,4,57.10%,52,13,0,2,29,7.4,0.7,8.7,1,2011
459,Sammie Stroughter,TAM,26,WR,2,0,2,1,50.00%,14,14,0,1,14,7,0.5,7,0,2012
45,Sammy Watkins,BUF,21,WR,16,16,128,65,50.80%,982,15.1,6,48,84,7.7,4.1,61.4,1,2014
50,Sammy Watkins,BUF,22,WR,13,13,96,60,62.50%,1047,17.5,9,41,63,10.9,4.6,80.5,0,2015
163,Sammy Watkins,BUF,23,WR,8,8,52,28,53.80%,430,15.4,2,20,62,8.3,3.5,53.8,0,2016
106,Sammy Watkins,LAR,24,WR,15,14,70,39,55.70%,593,15.2,8,33,67,8.5,2.6,39.5,0,2017
98,Sammy Watkins,KAN,25,WR,10,9,55,40,72.70%,519,13,3,24,50,9.4,4,51.9,1,2018
68,Sammy Watkins,KAN,26,WR,14,13,90,52,57.80%,673,12.9,3,30,68,7.5,3.7,48.1,2,2019
118,Sammy Watkins,KAN,27,WR,10,9,55,37,67.30%,421,11.4,2,27,37,7.7,3.7,42.1,1,2020
177,Sammy Watkins,BAL,28,WR,13,9,49,27,55.10%,394,14.6,1,17,49,8,2.1,30.3,1,2021
359,Samori Toure,GNB,24,WR,11,2,10,5,50.00%,82,16.4,1,2,37,8.2,0.5,7.5,1,2022
357,Santana Moss,NYJ,22,WR,5,0,17,2,11.80%,40,20,0,2,33,2.4,0.4,8,0,2001
135,Santana Moss,NYJ,23,WR,15,3,52,30,57.70%,433,14.4,4,21,47,8.3,2,28.9,2,2002
17,Santana Moss,NYJ,24,WR,16,12,117,74,63.20%,1105,14.9,10,49,65,9.4,4.6,69.1,4,2003
68,Santana Moss,NYJ,25,WR,15,14,78,45,57.70%,838,18.6,5,35,69,10.7,3,55.9,2,2004
54,Santana Moss,WAS,27,WR,14,14,101,55,54.50%,790,14.4,6,36,68,7.8,3.9,56.4,2,2006
39,Santana Moss,WAS,28,WR,14,14,115,61,53.00%,808,13.2,3,43,49,7,4.4,57.7,2,2007
19,Santana Moss,WAS,29,WR,16,16,138,79,57.20%,1044,13.2,6,50,67,7.6,4.9,65.3,1,2008
29,Santana Moss,WAS,30,WR,16,16,120,70,58.30%,902,12.9,3,40,59,7.5,4.4,56.4,2,2009
4,Santana Moss,WAS,31,WR,16,16,145,93,64.10%,1115,12,6,61,56,7.7,5.8,69.7,3,2010
80,Santana Moss,WAS,32,WR,12,12,95,46,48.40%,584,12.7,4,36,49,6.1,3.8,48.7,0,2011
109,Santana Moss,WAS,33,WR,16,1,62,41,66.10%,573,14,8,26,77,9.2,2.6,35.8,2,2012
100,Santana Moss,WAS,34,WR,16,1,79,42,53.20%,452,10.8,2,29,28,5.7,2.6,28.3,2,2013
267,Santana Moss,WAS,35,WR,10,0,15,10,66.70%,116,11.6,0,6,19,7.7,1,11.6,0,2014
10,Santana Moss*,WAS,26,WR,16,16,134,84,62.70%,1483,17.7,9,61,78,11.1,5.3,92.7,3,2005
62,Santonio Holmes,PIT,22,WR,16,4,86,49,57.00%,824,16.8,2,40,67,9.6,3.1,51.5,5,2006
58,Santonio Holmes,PIT,23,WR,13,13,85,52,61.20%,942,18.1,8,42,83,11.1,4,72.5,2,2007
52,Santonio Holmes,PIT,24,WR,15,15,114,55,48.20%,821,14.9,5,40,48,7.2,3.7,54.7,4,2008
17,Santonio Holmes,PIT,25,WR,16,16,138,79,57.20%,1248,15.8,5,62,57,9,4.9,78,0,2009
58,Santonio Holmes,NYJ,26,WR,12,10,96,52,54.20%,746,14.3,6,35,52,7.8,4.3,62.2,2,2010
66,Santonio Holmes,NYJ,27,WR,16,16,101,51,50.50%,654,12.8,8,34,38,6.5,3.2,40.9,2,2011
188,Santonio Holmes,NYJ,28,WR,4,4,41,20,48.80%,272,13.6,1,15,38,6.6,5,68,1,2012
183,Santonio Holmes,NYJ,29,WR,11,11,59,23,39.00%,456,19.8,1,19,69,7.7,2.1,41.5,0,2013
289,Santonio Holmes,CHI,30,WR,9,2,14,8,57.10%,67,8.4,0,6,15,4.8,0.9,7.4,1,2014
247,Scott Miller,TAM,22,WR,10,2,26,13,50.00%,200,15.4,1,5,48,7.7,1.3,20,0,2019
138,Scott Miller,TAM,23,WR,16,5,53,33,62.30%,501,15.2,3,20,48,9.5,2.1,31.3,0,2020
354,Scott Miller,TAM,24,WR,9,0,9,5,55.60%,38,7.6,0,2,13,4.2,0.6,4.2,0,2021
184,Scott Miller,TAM,25,WR,15,1,40,23,57.50%,185,8,0,8,23,4.6,1.5,12.3,0,2022
386,Scottie Montgomery,DEN,22,WR,4,0,1,1,100.00%,10,10,0,1,10,10,0.3,2.5,0,2000
243,Scottie Montgomery,DEN,23,WR,8,0,22,11,50.00%,99,9,0,5,23,4.5,1.4,12.4,0,2001
327,Scottie Montgomery,DEN,24,WR,15,0,6,4,66.70%,51,12.8,1,4,21,8.5,0.3,3.4,0,2002
363,Scottie Vines,DET,25,WR,6,1,9,3,33.30%,51,17,0,3,26,5.7,0.5,8.5,0,2004
83,Scottie Vines,DET,26,WR,13,11,71,40,56.30%,417,10.4,0,22,40,5.9,3.1,32.1,0,2005
226,Scotty Anderson,DET,22,WR,9,4,34,12,35.30%,211,17.6,1,7,69,6.2,1.3,23.4,0,2001
148,Scotty Anderson,DET,23,WR,16,4,56,25,44.60%,322,12.9,1,20,34,5.8,1.6,20.1,1,2002
184,Scotty Anderson,DET,24,WR,9,0,31,17,54.80%,325,19.1,2,12,72,10.5,1.9,36.1,0,2003
39,Sean Dawkins,SEA,29,WR,16,16,102,63,61.80%,731,11.6,5,42,40,7.2,3.9,45.7,0,2000
169,Sean Dawkins,JAX,30,WR,16,3,49,20,40.80%,234,11.7,0,11,28,4.8,1.3,14.6,1,2001
427,Sean Morey,PIT,28,WR,16,0,3,1,33.30%,8,8,0,1,8,2.7,0.1,0.5,0,2004
372,Sean Morey,PIT,30,WR,16,0,4,2,50.00%,29,14.5,0,2,15,7.3,0.1,1.8,1,2006
285,Sean Morey,ARI,31,WR,15,0,17,8,47.10%,131,16.4,0,4,62,7.7,0.5,8.7,0,2007
450,Sean Morey,ARI,33,WR,13,0,1,0,0.00%,0,,0,0,0,0,0,0,,2009
476,Seantavius Jones,NOR,23,WR,3,0,1,0,0.00%,0,,0,0,0,0,0,0,,2015
138,Seth Roberts,OAK,24,WR,16,5,55,32,58.20%,480,15,5,21,43,8.7,2,30,0,2015
119,Seth Roberts,OAK,25,WR,16,6,77,38,49.40%,397,10.4,5,22,41,5.2,2.4,24.8,0,2016
93,Seth Roberts,OAK,26,WR,15,7,65,43,66.20%,455,10.6,1,23,29,7,2.9,30.3,2,2017
80,Seth Roberts,OAK,27,WR,15,7,64,45,70.30%,494,11,2,24,44,7.7,3,32.9,0,2018
195,Seth Roberts,BAL,28,WR,16,0,35,21,60.00%,271,12.9,2,18,33,7.7,1.3,16.9,0,2019
387,Seth Roberts,CAR,29,WR,7,1,6,4,66.70%,31,7.8,0,2,12,5.2,0.6,4.4,0,2020
508,Seth Williams,DEN,21,WR,2,1,1,1,100.00%,34,34,0,1,34,34,0.5,17,0,2021
233,Seyi Ajirotutu,SDG,23,WR,10,0,23,13,56.50%,262,20.2,2,12,55,11.4,1.3,26.2,0,2010
401,Seyi Ajirotutu,CAR,24,WR,14,0,2,1,50.00%,4,4,0,1,4,2,0.1,0.3,0,2011
360,Seyi Ajirotutu,SDG,25,WR,3,1,4,3,75.00%,45,15,0,2,28,11.3,1,15,0,2012
359,Seyi Ajirotutu,SDG,26,WR,14,0,4,3,75.00%,64,21.3,1,3,26,16,0.2,4.6,0,2013
354,Seyi Ajirotutu,SDG,27,WR,16,1,12,4,33.30%,45,11.3,0,4,17,3.8,0.3,2.8,0,2014
418,Seyi Ajirotutu,PHI,28,WR,13,0,3,1,33.30%,4,4,0,0,4,1.3,0.1,0.3,0,2015
470,Shane Wynn,JAX,24,WR,5,0,3,1,33.30%,19,19,0,1,19,6.3,0.2,3.8,0,2016
397,Shaun Bodiford,GNB,25,WR,6,0,1,1,100.00%,13,13,0,1,13,13,0.2,2.2,0,2007
256,Shaun McDonald,STL,22,WR,8,1,21,10,47.60%,62,6.2,0,4,13,3,1.3,7.8,1,2003
88,Shaun McDonald,STL,23,WR,16,0,68,37,54.40%,494,13.4,3,23,52,7.3,2.3,30.9,4,2004
65,Shaun McDonald,STL,24,WR,16,2,74,46,62.20%,523,11.4,0,28,31,7.1,2.9,32.7,1,2005
233,Shaun McDonald,STL,25,WR,16,0,19,13,68.40%,136,10.5,1,6,28,7.2,0.8,8.5,2,2006
22,Shaun McDonald,DET,26,WR,16,7,127,79,62.20%,943,11.9,6,47,49,7.4,4.9,58.9,3,2007
112,Shaun McDonald,DET,27,WR,12,7,67,35,52.20%,332,9.5,1,18,26,5,2.9,27.7,2,2008
45,Shawn Jefferson,ATL,31,WR,16,14,104,60,57.70%,822,13.7,2,40,49,7.9,3.8,51.4,1,2000
92,Shawn Jefferson,ATL,32,WR,16,6,65,37,56.90%,539,14.6,2,27,48,8.3,2.3,33.7,0,2001
141,Shawn Jefferson,ATL,33,WR,13,7,49,27,55.10%,394,14.6,1,18,63,8,2.1,30.3,0,2002
301,Shawn Jefferson,DET,34,WR,7,3,11,6,54.50%,46,7.7,0,2,13,4.2,0.9,6.6,0,2003
402,Shelton Gibson,PHI,23,WR,5,0,3,2,66.70%,11,5.5,0,1,6,3.7,0.4,2.2,0,2017
454,Shelton Gibson,PHI,24,WR,15,0,3,1,33.30%,48,48,0,1,48,16,0.1,3.2,0,2018
342,Shi Smith,CAR,23,WR,6,0,11,6,54.50%,104,17.3,0,3,63,9.5,1,17.3,0,2021
187,Shi Smith,CAR,24,WR,17,6,41,22,53.70%,296,13.5,2,14,38,7.2,1.3,17.4,4,2022
342,Shockmain Davis,NWE,23,WR,12,1,11,2,18.20%,12,6,0,1,9,1.1,0.2,1,0,2000
128,Sidney Rice,MIN,21,WR,13,4,53,31,58.50%,396,12.8,4,25,60,7.5,2.4,30.5,0,2007
209,Sidney Rice,MIN,22,WR,13,3,31,15,48.40%,141,9.4,4,12,23,4.5,1.2,10.8,0,2008
216,Sidney Rice,MIN,24,WR,6,5,42,17,40.50%,280,16.5,2,14,46,6.7,2.8,46.7,0,2010
131,Sidney Rice,SEA,25,WR,9,9,57,32,56.10%,484,15.1,2,19,52,8.5,3.6,53.8,1,2011
75,Sidney Rice,SEA,26,WR,16,16,82,50,61.00%,748,15,7,38,46,9.1,3.1,46.8,0,2012
221,Sidney Rice,SEA,27,WR,8,6,35,15,42.90%,231,15.4,3,11,31,6.6,1.9,28.9,1,2013
14,Sidney Rice*,MIN,23,WR,16,14,121,83,68.60%,1312,15.8,8,60,63,10.8,5.2,82,1,2009
387,Simi Fehoko,DAL,25,WR,5,0,4,3,75.00%,24,8,0,1,12,6,0.6,4.8,0,2022
322,Sinorice Moss,NYG,23,WR,6,0,10,5,50.00%,25,5,0,1,10,2.5,0.8,4.2,0,2006
183,Sinorice Moss,NYG,24,WR,13,2,37,21,56.80%,225,10.7,0,11,20,6.1,1.6,17.3,1,2007
241,Sinorice Moss,NYG,25,WR,10,0,15,12,80.00%,153,12.8,2,8,27,10.2,1.2,15.3,0,2008
418,Sinorice Moss,NYG,26,WR,8,0,4,1,25.00%,18,18,1,1,18,4.5,0.1,2.3,1,2009
382,Skye Dawson,TAM,23,WR,7,0,7,2,28.60%,12,6,0,0,9,1.7,0.3,1.7,1,2013
355,Skyler Green,CIN,23,WR,7,0,4,3,75.00%,33,11,0,1,18,8.3,0.4,4.7,0,2007
186,Skyy Moore,KAN,22,WR,16,3,33,22,66.70%,250,11.4,0,13,30,7.6,1.4,15.6,3,2022
107,Snoop Minnis,KAN,24,WR,13,11,67,33,49.30%,511,15.5,1,24,56,7.6,2.5,39.3,0,2001
386,Snoop Minnis,KAN,25,WR,2,0,4,1,25.00%,4,4,0,0,4,1,0.5,2,0,2002
496,Stacy Coley,2TM,24,WR,3,0,1,0,0.00%,0,,0,0,0,0,0,0,1,2018
385,Stanley Morgan Jr.,CIN,23,WR,11,0,10,3,30.00%,18,6,0,0,9,1.8,0.3,1.6,0,2019
442,Stanley Morgan Jr.,CIN,25,WR,17,1,4,2,50.00%,11,5.5,0,0,8,2.8,0.1,0.6,0,2021
502,Stanley Morgan Jr.,CIN,26,WR,14,0,1,0,0.00%,0,,0,0,0,0,0,0,0,2022
211,Stedman Bailey,STL,23,WR,16,2,25,17,68.00%,226,13.3,0,10,28,9,1.1,14.1,0,2013
142,Stedman Bailey,STL,24,WR,14,3,46,30,65.20%,435,14.5,1,19,38,9.5,2.1,31.1,0,2014
264,Stedman Bailey,STL,25,WR,8,3,25,12,48.00%,182,15.2,1,7,68,7.3,1.5,22.8,0,2015
63,Stefon Diggs,MIN,22,WR,13,9,84,52,61.90%,720,13.8,4,30,40,8.6,4,55.4,2,2015
16,Stefon Diggs,MIN,23,WR,13,11,112,84,75.00%,903,10.8,3,48,46,8.1,6.5,69.5,0,2016
31,Stefon Diggs,MIN,24,WR,14,14,95,64,67.40%,849,13.3,8,42,59,8.9,4.6,60.6,0,2017
11,Stefon Diggs,MIN,25,WR,15,14,149,102,68.50%,1021,10,9,49,75,6.9,6.8,68.1,0,2018
44,Stefon Diggs,MIN,26,WR,15,15,94,63,67.00%,1130,17.9,6,41,66,12,4.2,75.3,4,2019
9,Stefon Diggs*,BUF,28,WR,17,17,164,103,62.80%,1225,11.9,10,66,61,7.5,6.1,72.1,1,2021
4,Stefon Diggs*,BUF,29,WR,16,16,154,108,70.10%,1429,13.2,11,74,53,9.3,6.8,89.3,1,2022
1,Stefon Diggs*+,BUF,27,WR,16,15,166,127,76.50%,1535,12.1,8,73,55,9.2,7.9,95.9,0,2020
379,Stephen Burton,MIN,22,WR,3,0,3,2,66.70%,38,19,0,2,21,12.7,0.7,12.7,0,2011
323,Stephen Burton,MIN,23,WR,12,1,11,5,45.50%,35,7,1,1,13,3.2,0.4,2.9,0,2012
278,Stephen Burton,JAX,24,WR,4,2,13,8,61.50%,76,9.5,0,4,22,5.8,2,19,0,2013
180,Stephen Hill,NYJ,21,WR,11,8,47,21,44.70%,252,12,3,17,33,5.4,1.9,22.9,0,2012
178,Stephen Hill,NYJ,22,WR,12,11,59,24,40.70%,342,14.3,1,17,51,5.8,2,28.5,1,2013
277,Stephen Williams,ARI,24,WR,11,3,23,9,39.10%,101,11.2,0,5,17,4.4,0.8,9.2,0,2010
484,Stephen Williams,2TM,27,WR,6,0,4,0,0.00%,0,,0,0,0,0,0,0,,2013
47,Sterling Shepard,NYG,23,WR,16,16,105,65,61.90%,683,10.5,8,42,32,6.5,4.1,42.7,0,2016
45,Sterling Shepard,NYG,24,WR,11,10,84,59,70.20%,731,12.4,2,36,77,8.7,5.4,66.5,1,2017
40,Sterling Shepard,NYG,25,WR,16,16,107,66,61.70%,872,13.2,4,47,58,8.1,4.1,54.5,1,2018
57,Sterling Shepard,NYG,26,WR,10,10,83,57,68.70%,576,10.1,3,29,36,6.9,5.7,57.6,0,2019
37,Sterling Shepard,NYG,27,WR,12,12,90,66,73.30%,656,9.9,3,37,29,7.3,5.5,54.7,0,2020
130,Sterling Shepard,NYG,28,WR,7,6,53,36,67.90%,366,10.2,1,19,37,6.9,5.1,52.3,0,2021
257,Sterling Shepard,NYG,29,WR,3,2,24,13,54.20%,154,11.8,1,4,65,6.4,4.3,51.3,0,2022
275,Steve Breaston,ARI,24,WR,16,0,14,8,57.10%,92,11.5,0,3,22,6.6,0.5,5.8,0,2007
22,Steve Breaston,ARI,25,WR,16,9,113,77,68.10%,1006,13.1,3,44,58,8.9,4.8,62.9,1,2008
49,Steve Breaston,ARI,26,WR,15,6,82,55,67.10%,712,12.9,3,33,45,8.7,3.7,47.5,2,2009
72,Steve Breaston,ARI,27,WR,13,11,87,47,54.00%,718,15.3,1,32,37,8.3,3.6,55.2,0,2010
42,Steve Breaston,KAN,28,WR,16,13,98,61,62.20%,785,12.9,2,39,43,8,3.8,49.1,0,2011
296,Steve Breaston,KAN,29,WR,10,4,15,7,46.70%,74,10.6,0,5,24,4.9,0.7,7.4,1,2012
263,Steve Johnson,BUF,22,WR,11,1,14,10,71.40%,102,10.2,2,9,21,7.3,0.9,9.3,0,2008
377,Steve Johnson,BUF,23,WR,5,0,3,2,66.70%,10,5,0,1,5,3.3,0.4,2,0,2009
11,Steve Johnson,BUF,24,WR,16,13,141,82,58.20%,1073,13.1,10,61,45,7.6,5.1,67.1,1,2010
18,Steve Johnson,BUF,25,WR,16,16,134,76,56.70%,1004,13.2,7,44,55,7.5,4.8,62.8,0,2011
18,Steve Johnson,BUF,26,WR,16,16,148,79,53.40%,1046,13.2,6,52,63,7.1,4.9,65.4,1,2012
69,Steve Johnson,BUF,27,WR,12,12,101,52,51.50%,597,11.5,3,33,45,5.9,4.3,49.8,1,2013
127,Steve Johnson,SFO,28,WR,13,1,50,35,70.00%,435,12.4,3,24,32,8.7,2.7,33.5,0,2014
89,Steve Johnson,SDG,29,WR,10,8,65,45,69.20%,497,11,3,29,34,7.6,4.5,49.7,1,2015
434,Steve Sanders,CLE,26,WR,5,0,5,1,20.00%,18,18,0,1,18,3.6,0.2,3.6,0,2008
288,Steve Smith,NYG,22,WR,5,0,14,8,57.10%,63,7.9,0,4,12,4.5,1.6,12.6,0,2007
45,Steve Smith,NYG,23,WR,16,4,82,57,69.50%,574,10.1,1,36,30,7,3.6,35.9,1,2008
70,Steve Smith,NYG,25,WR,9,7,75,48,64.00%,529,11,3,26,45,7.1,5.3,58.8,0,2010
265,Steve Smith,PHI,26,WR,9,1,20,11,55.00%,124,11.3,1,5,20,6.2,1.2,13.8,1,2011
234,Steve Smith,STL,27,WR,9,2,25,14,56.00%,131,9.4,0,7,25,5.2,1.6,14.6,0,2012
54,Steve Smith Sr.,CAR,23,WR,15,13,98,54,55.10%,872,16.1,3,33,69,8.9,3.6,58.1,5,2002
9,Steve Smith Sr.,CAR,24,WR,16,11,142,88,62.00%,1110,12.6,7,47,67,7.8,5.5,69.4,5,2003
310,Steve Smith Sr.,CAR,25,WR,1,1,9,6,66.70%,60,10,0,4,15,6.7,6,60,0,2004
15,Steve Smith Sr.,CAR,28,WR,15,15,148,87,58.80%,1002,11.5,7,45,74,6.8,5.8,66.8,1,2007
34,Steve Smith Sr.,CAR,30,WR,15,15,129,65,50.40%,982,15.1,7,42,66,7.6,4.3,65.5,1,2009
80,Steve Smith Sr.,CAR,31,WR,14,14,100,46,46.00%,554,12,2,24,39,5.5,3.3,39.6,3,2010
24,Steve Smith Sr.,CAR,33,WR,16,16,137,73,53.30%,1174,16.1,4,52,66,8.6,4.6,73.4,1,2012
46,Steve Smith Sr.,CAR,34,WR,15,15,110,64,58.20%,745,11.6,4,44,44,6.8,4.3,49.7,0,2013
24,Steve Smith Sr.,BAL,35,WR,16,16,134,79,59.00%,1065,13.5,6,45,80,7.9,4.9,66.6,2,2014
85,Steve Smith Sr.,BAL,36,WR,7,7,73,46,63.00%,670,14.6,3,29,50,9.2,6.6,95.7,0,2015
35,Steve Smith Sr.,BAL,37,WR,14,14,101,70,69.30%,799,11.4,5,39,52,7.9,5,57.1,0,2016
15,Steve Smith Sr.*,CAR,27,WR,14,14,139,83,59.70%,1166,14,8,52,72,8.4,5.9,83.3,2,2006
21,Steve Smith Sr.*,CAR,29,WR,14,14,129,78,60.50%,1421,18.2,6,59,65,11,5.6,101.5,1,2008
16,Steve Smith Sr.*,CAR,32,WR,16,16,129,79,61.20%,1394,17.6,7,53,77,10.8,4.9,87.1,3,2011
250,Steve Smith Sr.*+,CAR,22,WR,15,1,20,10,50.00%,154,15.4,0,8,33,7.7,0.7,10.3,8,2001
2,Steve Smith Sr.*+,CAR,26,WR,16,16,150,103,68.70%,1563,15.2,12,72,80,10.4,6.4,97.7,2,2005
2,Steve Smith*,NYG,24,WR,16,15,157,107,68.20%,1220,11.4,7,62,51,7.8,6.7,76.3,0,2009
417,Steven Mitchell,HOU,25,WR,3,1,6,2,33.30%,37,18.5,0,2,21,6.2,0.7,12.3,0,2019
362,Steven Mitchell,HOU,26,WR,6,1,8,5,62.50%,60,12,0,3,20,7.5,0.8,10,0,2020
135,Steven Sims,WAS,22,WR,16,2,56,34,60.70%,310,9.1,4,18,65,5.5,2.1,19.4,1,2019
167,Steven Sims,WAS,23,WR,12,2,37,27,73.00%,265,9.8,1,13,30,7.2,2.3,22.1,4,2020
249,Steven Sims,PIT,25,WR,12,2,23,14,60.90%,104,7.4,0,5,28,4.5,1.2,8.7,3,2022
71,Sylvester Morris,KAN,23,WR,15,14,105,48,45.70%,678,14.1,3,32,47,6.5,3.2,45.2,3,2000
188,Syndric Steptoe,CLE,24,WR,16,5,41,19,46.30%,182,9.6,0,8,53,4.4,1.2,11.4,1,2008
182,T.J. Graham,BUF,24,WR,16,6,58,23,39.70%,361,15.7,2,14,47,6.2,1.4,22.6,1,2013
370,T.J. Graham,NYJ,25,WR,12,0,8,3,37.50%,87,29,1,2,67,10.9,0.3,7.3,0,2014
370,T.J. Graham,NOR,26,WR,4,1,4,4,100.00%,24,6,0,1,18,6,1,6,0,2015
162,T.J. Houshmandzadeh,CIN,24,WR,12,1,42,21,50.00%,228,10.9,0,14,23,5.4,1.8,19,3,2001
102,T.J. Houshmandzadeh,CIN,25,WR,16,5,69,41,59.40%,492,12,1,27,31,7.1,2.6,30.8,3,2002
25,T.J. Houshmandzadeh,CIN,27,WR,16,13,108,73,67.60%,978,13.4,4,48,62,9.1,4.6,61.1,0,2004
18,T.J. Houshmandzadeh,CIN,28,WR,14,12,115,78,67.80%,956,12.3,7,52,43,8.3,5.6,68.3,1,2005
7,T.J. Houshmandzadeh,CIN,29,WR,14,13,132,90,68.20%,1081,12,9,58,40,8.2,6.4,77.2,0,2006
6,T.J. Houshmandzadeh,CIN,31,WR,15,15,137,92,67.20%,904,9.8,4,51,46,6.6,6.1,60.3,0,2008
18,T.J. Houshmandzadeh,SEA,32,WR,16,16,135,79,58.50%,911,11.5,3,52,53,6.7,4.9,56.9,2,2009
142,T.J. Houshmandzadeh,BAL,33,WR,16,2,57,30,52.60%,398,13.3,3,19,56,7,1.9,24.9,1,2010
258,T.J. Houshmandzadeh,OAK,34,WR,9,0,19,11,57.90%,146,13.3,1,5,40,7.7,1.2,16.2,0,2011
1,T.J. Houshmandzadeh*,CIN,30,WR,16,15,169,112,66.30%,1143,10.2,12,69,42,6.8,7,71.4,2,2007
289,T.J. Jones,DET,23,WR,10,0,18,10,55.60%,132,13.2,1,5,29,7.3,1,13.2,2,2015
344,T.J. Jones,DET,24,WR,3,0,14,5,35.70%,93,18.6,0,2,36,6.6,1.7,31,0,2016
