,Rk,Player,Tm,Age,Pos,G,GS,Att,Yds,TD,1D,Lng,Y/A,Y/G,Fmb,Years
1,2,Ezekiel Elliott*,DAL,24,RB,16,16,301,1357,12,78,33,4.5,84.8,3,2019
0,1,Ezekiel Elliott*+,DAL,21,RB,15,15,322,1631,15,95,60,5.1,108.7,5,2016
96,94,Felix Jones,DAL,21,RB,6,0,30,266,3,14,60,8.9,44.3,0,2008
44,44,Felix Jones,DAL,22,RB,14,1,116,685,3,24,56,5.9,48.9,3,2009
25,26,Felix Jones,DAL,23,RB,16,7,185,800,1,41,34,4.3,50,2,2010
37,37,Felix Jones,DAL,24,RB,12,8,127,575,1,28,40,4.5,47.9,5,2011
37,37,Felix Jones,DAL,25,RB,16,7,111,402,3,24,22,3.6,25.1,2,2012
83,82,Felix Jones,PIT,26,RB,16,2,48,184,0,9,14,3.8,11.5,1,2013
203,198,Fitzgerald Toussaint,BAL,24,RB,4,0,6,12,0,2,12,2,3,0,2014
141,138,Fitzgerald Toussaint,PIT,25,RB,5,0,18,42,0,0,7,2.3,8.4,0,2015
149,146,Fitzgerald Toussaint,PIT,26,RB,16,0,14,58,0,2,16,4.1,3.6,0,2016
193,188,Fitzgerald Toussaint,PIT,27,RB,6,0,6,25,0,2,7,4.2,4.2,0,2017
112,110,Fozzy Whittaker,2TM,24,RB,14,2,28,79,0,0,11,2.8,5.6,1,2013
112,110,Fozzy Whittaker,CAR,25,RB,10,1,32,145,1,8,17,4.5,14.5,0,2014
128,125,Fozzy Whittaker,CAR,26,RB,15,1,25,108,1,7,16,4.3,7.2,0,2015
77,76,Fozzy Whittaker,CAR,27,RB,16,0,57,265,0,10,25,4.6,16.6,1,2016
188,183,Fozzy Whittaker,CAR,28,RB,12,0,7,18,0,2,8,2.6,1.5,0,2017
38,38,Frank Gore,SFO,22,RB,14,1,127,608,3,27,72,4.8,43.4,2,2005
11,12,Frank Gore,SFO,24,RB,15,15,260,1102,5,42,43,4.2,73.5,4,2007
13,14,Frank Gore,SFO,25,RB,14,14,240,1036,6,44,41,4.3,74,6,2008
19,20,Frank Gore,SFO,27,RB,11,11,203,853,3,42,64,4.2,77.5,4,2010
7,8,Frank Gore,SFO,31,RB,16,16,255,1106,4,55,52,4.3,69.1,2,2014
4,5,Frank Gore,IND,32,RB,16,16,260,967,6,48,37,3.7,60.4,4,2015
6,7,Frank Gore,IND,33,RB,16,16,263,1025,4,50,22,3.9,64.1,2,2016
7,8,Frank Gore,IND,34,RB,16,16,261,961,3,49,21,3.7,60.1,3,2017
24,25,Frank Gore,MIA,35,RB,14,14,156,722,0,25,39,4.6,51.6,1,2018
26,27,Frank Gore,BUF,36,RB,16,8,166,599,2,30,41,3.6,37.4,0,2019
14,15,Frank Gore,NYJ,37,RB,15,14,187,653,2,32,17,3.5,43.5,1,2020
8,9,Frank Gore*,SFO,23,RB,16,16,312,1695,8,67,72,5.4,105.9,6,2006
13,14,Frank Gore*,SFO,26,RB,14,14,229,1120,10,47,80,4.9,80,4,2009
4,5,Frank Gore*,SFO,28,RB,16,15,282,1211,8,55,55,4.3,75.7,2,2011
11,12,Frank Gore*,SFO,29,RB,16,16,258,1214,8,68,37,4.7,75.9,2,2012
7,8,Frank Gore*,SFO,30,RB,16,16,276,1128,9,50,51,4.1,70.5,3,2013
56,56,Frank Moreau,KAN,24,RB,11,0,67,179,4,17,22,2.7,16.3,2,2000
157,153,Frank Moreau,JAX,25,RB,3,1,8,27,1,3,14,3.4,9,1,2001
148,145,Frank Summers,BUF,28,RB,15,9,12,46,1,3,16,3.8,3.1,0,2013
202,197,Frank Summers,BUF,29,RB,10,6,6,17,1,4,4,2.8,1.7,0,2014
68,67,Fred Jackson,BUF,26,RB,8,1,58,300,0,12,27,5.2,37.5,0,2007
42,42,Fred Jackson,BUF,27,RB,16,3,130,571,3,33,32,4.4,35.7,3,2008
12,13,Fred Jackson,BUF,28,RB,16,11,237,1062,2,44,43,4.5,66.4,4,2009
16,17,Fred Jackson,BUF,29,RB,16,13,222,927,5,40,39,4.2,57.9,5,2010
23,24,Fred Jackson,BUF,30,RB,10,10,170,934,6,38,80,5.5,93.4,2,2011
35,35,Fred Jackson,BUF,31,RB,10,8,115,437,3,26,15,3.8,43.7,5,2012
19,20,Fred Jackson,BUF,32,RB,16,6,206,890,9,54,59,4.3,55.6,3,2013
34,34,Fred Jackson,BUF,33,RB,14,9,141,525,2,24,38,3.7,37.5,5,2014
124,121,Fred Jackson,SEA,34,RB,16,0,26,100,0,5,16,3.8,6.3,1,2015
248,241,Fred McAfee,NOR,32,RB,12,0,2,37,0,1,40,18.5,3.1,0,2000
284,276,Fred McAfee,NOR,33,RB,16,0,1,2,0,0,2,2,0.1,0,2001
311,302,Fred McAfee,NOR,35,RB,14,0,1,13,0,1,13,13,0.9,1,2003
265,258,Fred McAfee,NOR,36,RB,11,0,2,54,0,1,53,27,4.9,0,2004
225,219,Fred McAfee,NOR,38,RB,4,0,3,12,1,1,6,4,3,0,2006
296,288,Fred McAfee*,NOR,34,RB,11,0,1,11,0,1,11,11,1,0,2002
12,13,Fred Taylor,JAX,24,RB,13,13,292,1399,12,73,71,4.8,107.6,4,2000
104,102,Fred Taylor,JAX,25,RB,2,2,30,116,0,6,24,3.9,58,1,2001
10,11,Fred Taylor,JAX,26,RB,16,16,287,1314,8,50,63,4.6,82.1,3,2002
4,5,Fred Taylor,JAX,27,RB,16,16,345,1572,6,79,62,4.6,98.3,6,2003
14,15,Fred Taylor,JAX,28,RB,14,14,260,1224,2,49,46,4.7,87.4,3,2004
24,25,Fred Taylor,JAX,29,RB,11,11,194,787,3,29,71,4.1,71.5,0,2005
22,23,Fred Taylor,JAX,30,RB,15,15,231,1146,5,47,76,5,76.4,3,2006
37,37,Fred Taylor,JAX,32,RB,13,13,143,556,1,24,34,3.9,42.8,1,2008
70,69,Fred Taylor,NWE,33,RB,6,1,63,269,4,13,19,4.3,44.8,1,2009
82,81,Fred Taylor,NWE,34,RB,7,0,43,155,0,9,24,3.6,22.1,0,2010
16,17,Fred Taylor*,JAX,31,RB,15,15,223,1202,5,45,80,5.4,80.1,2,2007
98,96,Garrett Wolfe,CHI,23,RB,13,0,31,85,0,5,25,2.7,6.5,1,2007
134,131,Garrett Wolfe,CHI,24,RB,13,0,15,69,0,3,38,4.6,5.3,0,2008
121,119,Garrett Wolfe,CHI,25,RB,8,0,22,120,1,6,36,5.5,15,0,2009
211,206,Garrett Wolfe,CHI,26,RB,16,0,4,8,0,0,7,2,0.5,0,2010
22,23,Garrison Hearst,SFO,31,RB,16,16,215,972,8,53,40,4.5,60.8,4,2002
27,28,Garrison Hearst,SFO,32,RB,12,12,178,768,3,41,36,4.3,64,2,2003
124,121,Garrison Hearst,DEN,33,RB,7,0,20,81,1,8,11,4.1,11.6,0,2004
14,15,Garrison Hearst*,SFO,30,RB,16,16,252,1206,4,53,43,4.8,75.4,1,2001
152,149,Gartrell Johnson,NYG,23,RB,10,0,13,43,0,3,11,3.3,4.3,0,2009
160,156,Gartrell Johnson,ATL,24,RB,9,0,10,36,0,2,23,3.6,4,1,2010
319,310,Gary Brightwell,NYG,22,RB,13,0,1,4,0,0,4,4,0.3,0,2021
109,107,Gary Brightwell,NYG,23,RB,17,0,31,141,1,9,25,4.5,8.3,0,2022
187,182,Gary Russell,PIT,21,RB,3,0,7,21,0,1,8,3,7,0,2007
103,101,Gary Russell,PIT,22,RB,12,0,28,77,3,11,15,2.8,6.4,0,2008
242,236,Gary Russell,OAK,23,RB,12,4,3,0,0,1,2,0,0,1,2009
179,175,George Atkinson,CLE,24,RB,16,0,7,34,1,3,11,4.9,2.1,1,2016
292,284,George Layne,ATL,24,RB,2,0,1,5,0,1,5,5,2.5,1,2002
303,295,George Layne,ATL,25,RB,3,0,1,15,0,1,15,15,5,0,2003
313,304,George Layne,2TM,26,RB,4,0,1,12,0,0,12,12,3,0,2004
139,136,George Winn,DET,24,RB,12,0,19,73,0,4,16,3.8,6.1,0,2014
229,223,George Winn,DET,25,RB,7,0,4,1,0,0,2,0.3,0.1,0,2015
167,163,Gilbert Harris,KAN,23,RB,4,0,9,9,0,1,4,1,2.3,1,2007
28,29,Giovani Bernard,CIN,22,RB,16,0,170,695,5,33,35,4.1,43.4,1,2013
24,25,Giovani Bernard,CIN,23,RB,13,9,168,680,5,32,89,4,52.3,0,2014
27,28,Giovani Bernard,CIN,24,RB,16,1,154,730,2,36,28,4.7,45.6,2,2015
48,48,Giovani Bernard,CIN,25,RB,10,2,91,337,2,16,17,3.7,33.7,1,2016
45,45,Giovani Bernard,CIN,26,RB,16,2,105,458,2,21,25,4.4,28.6,0,2017
75,74,Giovani Bernard,CIN,27,RB,12,4,56,211,3,14,23,3.8,17.6,0,2018
76,75,Giovani Bernard,CIN,28,RB,16,2,53,170,0,10,25,3.2,10.6,2,2019
38,38,Giovani Bernard,CIN,29,RB,16,10,124,416,3,23,15,3.4,26,1,2020
190,185,Giovani Bernard,TAM,30,RB,12,0,8,58,0,3,24,7.3,4.8,1,2021
200,195,Giovani Bernard,TAM,31,RB,8,0,8,28,0,0,8,3.5,3.5,1,2022
55,55,Glen Coffee,SFO,22,RB,14,2,83,226,1,8,17,2.7,16.1,0,2009
318,309,Glenn Winston,CLE,26,RB,3,0,1,-8,0,0,-8,-8,-2.7,1,2015
301,293,Glyn Milburn,CHI,29,RB,16,0,1,6,0,0,6,6,0.4,4,2000
275,268,Godwin Igwebuike,SEA,28,RB,5,0,3,4,0,0,4,1.3,0.8,0,2022
65,64,Greg Jones,JAX,23,RB,16,3,62,162,3,14,12,2.6,10.1,1,2004
193,188,Greg Jones,JAX,31,RB,12,4,5,8,0,3,4,1.6,0.7,0,2012
249,242,Greg Jones,HOU,32,RB,16,5,2,2,0,0,4,1,0.1,0,2013
34,34,Gus Edwards,BAL,23,RB,11,6,137,718,2,37,43,5.2,65.3,0,2018
34,34,Gus Edwards,BAL,24,RB,16,1,133,711,2,46,63,5.3,44.4,2,2019
28,29,Gus Edwards,BAL,25,RB,16,6,144,723,6,45,36,5,45.2,1,2020
56,56,Gus Edwards,BAL,27,RB,9,4,87,433,3,30,37,5,48.1,1,2022
160,156,Harold Shaw,NWE,26,RB,16,0,9,12,0,1,5,1.3,0.8,0,2000
124,121,Hassan Haskins,TEN,23,RB,15,1,25,93,0,5,12,3.7,6.2,0,2022
189,184,Henry Hynoski,NYG,26,RB,16,4,7,13,0,4,4,1.9,0.8,0,2014
210,205,Herbert Goodman,GNB,23,RB,5,0,3,-2,0,0,3,-0.7,-0.4,2,2000
266,259,Herbert Goodman,GNB,24,RB,7,0,1,-1,0,0,-1,-1,-0.1,0,2001
274,267,Ian Smart,TAM,24,RB,4,0,2,26,0,1,25,13,6.5,0,2004
70,69,Isaac Redman,PIT,26,RB,16,0,52,247,0,22,23,4.8,15.4,1,2010
48,48,Isaac Redman,PIT,27,RB,16,1,110,479,3,30,27,4.4,29.9,2,2011
39,39,Isaac Redman,PIT,28,RB,14,5,110,410,2,28,28,3.7,29.3,3,2012
158,154,Isaac Redman,PIT,29,RB,3,1,10,12,0,0,8,1.2,4,1,2013
33,33,Isaiah Crowell,CLE,21,RB,16,4,148,607,8,35,35,4.1,37.9,3,2014
20,21,Isaiah Crowell,CLE,22,RB,16,9,185,706,4,35,54,3.8,44.1,0,2015
19,20,Isaiah Crowell,CLE,23,RB,16,16,198,952,7,45,85,4.8,59.5,2,2016
17,18,Isaiah Crowell,CLE,24,RB,16,16,206,853,2,39,59,4.1,53.3,1,2017
31,31,Isaiah Crowell,NYJ,25,RB,13,6,143,685,6,26,77,4.8,52.7,0,2018
163,159,Isaiah Pead,STL,23,RB,15,1,10,54,0,2,19,5.4,3.6,2,2012
176,172,Isaiah Pead,STL,24,RB,10,0,7,21,0,2,11,3,2.1,0,2013
257,250,Isaiah Pead,STL,26,RB,2,0,2,3,0,0,4,1.5,1.5,1,2015
175,171,Isaiah Pead,MIA,27,RB,3,0,8,22,0,0,4,2.8,7.3,0,2016
146,143,Isaiah Spiller,LAC,21,RB,6,0,18,41,0,2,11,2.3,6.8,0,2022
33,33,Isiah Pacheco,KAN,23,RB,17,11,170,830,5,37,31,4.9,48.8,4,2022
55,55,Ito Smith,ATL,23,RB,14,0,90,315,4,18,18,3.5,22.5,1,2018
125,122,Ito Smith,ATL,24,RB,7,0,22,106,1,10,28,4.8,15.1,0,2019
79,78,Ito Smith,ATL,25,RB,14,0,63,268,1,8,24,4.3,19.1,1,2020
372,361,Ito Smith,DAL,26,RB,1,0,1,4,1,1,4,4,4,0,2021
62,61,J.D. McKissic,WAS,27,RB,16,7,85,365,1,25,17,4.3,22.8,3,2020
134,131,J.D. McKissic,WAS,29,RB,8,0,22,95,0,5,33,4.3,11.9,0,2022
43,43,J.J. Arrington,ARI,22,RB,15,5,112,370,2,16,32,3.3,24.7,1,2005
134,131,J.J. Arrington,ARI,23,RB,16,0,14,19,0,0,9,1.4,1.2,1,2006
108,106,J.J. Arrington,ARI,24,RB,16,0,26,78,0,3,12,3,4.9,0,2007
93,91,J.J. Arrington,ARI,25,RB,11,3,31,187,1,9,30,6,17,0,2008
67,66,J.J. Johnson,MIA,26,RB,13,1,50,168,1,5,16,3.4,12.9,0,2000
182,178,J.J. Johnson,MIA,27,RB,10,0,5,22,0,0,9,4.4,2.2,0,2001
133,130,J.J. Taylor,NWE,22,RB,6,0,23,110,0,5,28,4.8,18.3,0,2020
143,140,J.J. Taylor,NWE,23,RB,5,0,19,37,2,3,15,1.9,7.4,1,2021
181,177,J.J. Taylor,NWE,24,RB,1,0,10,9,0,0,5,0.9,9,0,2022
35,35,J.K. Dobbins,BAL,22,RB,15,1,134,805,9,38,72,6,53.7,2,2020
53,53,J.K. Dobbins,BAL,24,RB,8,8,92,520,2,26,44,5.7,65,0,2022
33,33,J.R. Redmond,NWE,23,RB,12,5,125,406,1,14,20,3.2,33.8,2,2000
98,96,J.R. Redmond,NWE,24,RB,12,0,35,119,0,5,16,3.4,9.9,0,2001
214,209,J.R. Redmond,NWE,25,RB,9,0,4,2,0,0,5,0.5,0.2,0,2002
167,163,J.R. Redmond,OAK,26,RB,1,0,9,30,0,2,9,3.3,30,0,2003
118,116,J.R. Redmond,OAK,27,RB,16,1,21,119,0,5,18,5.7,7.4,2,2004
238,232,JaQuan Hardy,DAL,24,RB,3,0,4,29,1,1,22,7.3,9.7,0,2021
139,136,Jackie Battle,KAN,24,RB,3,0,14,47,1,3,6,3.4,15.7,0,2007
179,175,Jackie Battle,KAN,26,RB,5,0,7,21,0,3,12,3,4.2,0,2009
126,123,Jackie Battle,KAN,27,RB,16,0,20,50,1,7,7,2.5,3.1,0,2010
32,32,Jackie Battle,KAN,28,RB,15,4,149,597,2,27,34,4,39.8,0,2011
46,46,Jackie Battle,SDG,29,RB,16,5,95,311,3,19,52,3.3,19.4,0,2012
100,98,Jackie Battle,TEN,30,RB,16,0,36,142,1,7,37,3.9,8.9,0,2013
205,200,Jackie Battle,TEN,31,RB,16,1,5,9,1,4,5,1.8,0.6,0,2014
121,119,Jacob Hester,SDG,23,RB,16,3,19,95,1,5,28,5,5.9,1,2008
113,111,Jacob Hester,SDG,25,RB,15,7,26,60,0,10,6,2.3,4,0,2010
109,107,Jacob Hester,SDG,26,RB,16,3,28,90,0,9,16,3.2,5.6,2,2011
143,140,Jacob Hester,DEN,27,RB,3,0,17,81,2,5,18,4.8,27,0,2012
301,293,Jacques Patrick,SFO,24,RB,2,0,2,12,0,1,8,6,6,0,2021
77,76,Jacquizz Rodgers,ATL,21,RB,16,0,57,205,1,16,13,3.6,12.8,1,2011
47,47,Jacquizz Rodgers,ATL,22,RB,16,0,94,362,1,16,43,3.9,22.6,0,2012
49,49,Jacquizz Rodgers,ATL,23,RB,15,4,96,332,2,19,19,3.5,22.1,1,2013
75,74,Jacquizz Rodgers,ATL,24,RB,16,1,58,217,1,12,17,3.7,13.6,1,2014
163,159,Jacquizz Rodgers,CHI,25,RB,5,0,14,41,0,4,5,2.9,8.2,0,2015
33,33,Jacquizz Rodgers,TAM,26,RB,10,5,129,560,2,31,45,4.3,56,0,2016
70,69,Jacquizz Rodgers,TAM,27,RB,16,4,64,244,1,11,36,3.8,15.3,0,2017
109,107,Jacquizz Rodgers,TAM,28,RB,16,0,33,106,1,7,20,3.2,6.6,1,2018
30,30,Jahvid Best,DET,21,RB,16,9,171,555,4,25,45,3.2,34.7,1,2010
59,59,Jahvid Best,DET,22,RB,6,6,84,390,2,16,88,4.6,65,0,2011
284,276,Jake Funk,LAR,23,RB,10,0,2,5,0,0,6,2.5,0.5,0,2021
256,249,Jalen Parmele,BAL,23,RB,1,0,2,27,0,1,31,13.5,27,0,2008
203,198,Jalen Parmele,BAL,24,RB,7,0,5,17,0,0,7,3.4,2.4,0,2009
95,93,Jalen Parmele,JAX,27,RB,11,2,40,143,0,9,28,3.6,13,0,2012
301,293,Jalen Parmele,ARI,29,RB,1,0,1,0,0,0,0,0,0,0,2014
56,56,Jalen Richard,OAK,23,RB,16,0,83,491,1,15,75,5.9,30.7,0,2016
83,82,Jalen Richard,OAK,24,RB,16,1,56,275,1,10,52,4.9,17.2,8,2017
77,76,Jalen Richard,OAK,25,RB,16,1,55,259,1,11,30,4.7,16.2,3,2018
94,92,Jalen Richard,OAK,26,RB,16,0,39,145,0,10,13,3.7,9.1,2,2019
135,132,Jalen Richard,LVR,27,RB,13,0,22,123,1,7,20,5.6,9.5,1,2020
182,178,Jalen Richard,LVR,28,RB,10,0,9,40,0,3,23,4.4,4,0,2021
187,182,Jalston Fowler,TEN,25,RB,16,0,7,13,1,5,3,1.9,0.8,0,2015
294,286,Jalston Fowler,TEN,26,RB,16,6,1,3,0,0,3,3,0.2,0,2016
249,242,Jalston Fowler,TEN,27,RB,10,1,2,4,1,1,3,2,0.4,0,2017
147,144,Jamaal Branch,NOR,25,RB,1,0,10,29,0,2,9,2.9,29,0,2006
68,67,Jamaal Charles,KAN,22,RB,16,2,67,357,0,18,30,5.3,22.3,2,2008
24,25,Jamaal Charles,KAN,23,RB,15,10,190,1120,7,54,76,5.9,74.7,4,2009
161,157,Jamaal Charles,KAN,25,RB,2,1,12,83,0,3,24,6.9,41.5,1,2011
62,61,Jamaal Charles,KAN,29,RB,5,5,71,364,4,22,34,5.1,72.8,3,2015
151,148,Jamaal Charles,KAN,30,RB,3,0,12,40,1,3,17,3.3,13.3,0,2016
65,64,Jamaal Charles,DEN,31,RB,14,0,69,296,1,17,19,4.3,21.1,2,2017
191,186,Jamaal Charles,JAX,32,RB,2,0,6,7,0,0,5,1.2,3.5,0,2018
6,7,Jamaal Charles*,KAN,26,RB,16,15,285,1509,5,63,91,5.3,94.3,5,2012
15,16,Jamaal Charles*,KAN,28,RB,15,15,206,1033,9,51,63,5,68.9,5,2014
13,14,Jamaal Charles*+,KAN,24,RB,16,6,230,1467,5,70,80,6.4,91.7,3,2010
9,10,Jamaal Charles*+,KAN,27,RB,15,15,259,1287,12,72,46,5,85.8,4,2013
33,33,Jamaal Williams,GNB,22,RB,16,7,153,556,4,32,25,3.6,34.8,0,2017
39,39,Jamaal Williams,GNB,23,RB,16,8,121,464,3,25,20,3.8,29,0,2018
45,45,Jamaal Williams,GNB,24,RB,14,2,107,460,1,23,45,4.3,32.9,0,2019
40,40,Jamaal Williams,GNB,25,RB,14,3,119,505,2,29,25,4.2,36.1,0,2020
28,29,Jamaal Williams,DET,26,RB,13,11,153,601,3,42,20,3.9,46.2,1,2021
6,7,Jamaal Williams,DET,27,RB,17,9,262,1066,17,65,58,4.1,62.7,3,2022
14,15,Jamal Anderson,ATL,28,RB,16,16,282,1024,6,52,42,3.6,64,6,2000
69,68,Jamal Anderson,ATL,29,RB,3,3,55,190,1,8,14,3.5,63.3,1,2001
7,8,Jamal Lewis,BAL,21,RB,16,13,309,1364,6,62,45,4.4,85.3,6,2000
7,8,Jamal Lewis,BAL,23,RB,16,15,308,1327,6,66,75,4.3,82.9,8,2002
20,21,Jamal Lewis,BAL,25,RB,12,12,235,1006,7,51,75,4.3,83.8,2,2004
13,14,Jamal Lewis,BAL,26,RB,15,15,269,906,3,49,25,3.4,60.4,5,2005
7,8,Jamal Lewis,BAL,27,RB,16,16,314,1132,9,48,52,3.6,70.8,4,2006
6,7,Jamal Lewis,CLE,28,RB,15,15,298,1304,9,59,66,4.4,86.9,4,2007
7,8,Jamal Lewis,CLE,29,RB,16,16,279,1002,4,43,29,3.6,62.6,2,2008
36,36,Jamal Lewis,CLE,30,RB,9,8,143,500,0,18,18,3.5,55.6,0,2009
1,2,Jamal Lewis*+,BAL,24,RB,16,16,387,2066,14,85,82,5.3,129.1,8,2003
100,98,Jamal Robertson,SFO,26,RB,9,0,32,136,0,7,23,4.3,15.1,0,2003
135,132,Jamal Robertson,2TM,27,RB,12,0,16,71,1,0,16,4.4,5.9,3,2004
142,139,Jamal Robertson,CAR,28,RB,7,0,14,41,1,3,11,2.9,5.9,1,2005
72,71,Jamel White,CLE,23,RB,13,0,47,145,0,6,14,3.1,11.2,0,2000
39,39,Jamel White,CLE,24,RB,16,7,126,443,5,28,51,3.5,27.7,1,2001
44,44,Jamel White,CLE,25,RB,14,6,106,470,3,22,54,4.4,33.6,0,2002
59,59,Jamel White,CLE,26,RB,16,3,70,266,1,15,23,3.8,16.6,1,2003
106,104,Jamel White,2TM,27,RB,13,0,27,82,0,0,16,3,6.3,0,2004
196,191,Jamel White,BAL,28,RB,5,0,6,17,0,0,5,2.8,3.4,0,2005
13,14,James Allen,CHI,25,RB,16,15,290,1120,2,56,29,3.9,70,5,2000
37,37,James Allen,CHI,26,RB,16,7,135,469,1,26,19,3.5,29.3,1,2001
34,34,James Allen,HOU,27,RB,16,5,155,519,0,22,32,3.3,32.4,1,2002
109,107,James Conner,PIT,22,RB,14,0,32,144,0,4,23,4.5,10.3,0,2017
39,39,James Conner,PIT,24,RB,10,10,116,464,4,26,25,4,46.4,1,2019
18,19,James Conner,PIT,25,RB,13,11,169,721,6,42,59,4.3,55.5,2,2020
27,28,James Conner,ARI,27,RB,13,13,183,782,7,48,23,4.3,60.2,3,2022
10,11,James Conner*,PIT,23,RB,13,12,215,973,12,56,30,4.5,74.8,4,2018
16,17,James Conner*,ARI,26,RB,15,6,202,752,15,53,35,3.7,50.1,2,2021
55,55,James Cook,BUF,23,RB,16,0,89,507,2,25,33,5.7,31.7,1,2022
167,163,James Davis,CLE,23,RB,2,0,9,15,0,0,5,1.7,7.5,0,2009
132,129,James Davis,2TM,24,RB,7,0,19,60,0,0,14,3.2,8.6,0,2010
233,227,James Develin,NWE,26,RB,16,4,3,5,0,0,5,1.7,0.3,1,2014
261,254,James Develin,NWE,31,RB,2,2,2,3,0,1,2,1.5,1.5,0,2019
131,128,James Fenderson,NOR,26,RB,16,1,13,65,1,2,17,5,4.1,1,2002
210,205,James Fenderson,NOR,27,RB,9,0,4,14,0,0,6,3.5,1.6,0,2003
22,23,James Jackson,CLE,25,RB,11,10,195,554,2,34,22,2.8,50.4,1,2001
140,137,James Jackson,CLE,26,RB,16,0,12,54,0,2,18,4.5,3.4,0,2002
45,45,James Jackson,CLE,27,RB,12,6,102,382,3,22,18,3.7,31.8,3,2003
144,141,James Jackson,2TM,28,RB,5,0,12,81,0,0,38,6.8,16.2,1,2004
209,204,James Jackson,ARI,29,RB,8,0,4,11,0,0,3,2.8,1.4,0,2005
165,161,James Johnson,CIN,24,RB,4,0,9,29,0,2,12,3.2,7.3,0,2008
48,48,James Mungro,IND,24,RB,9,1,97,336,8,24,49,3.5,37.3,3,2002
116,114,James Mungro,IND,25,RB,7,0,24,60,2,5,9,2.5,8.6,0,2003
202,197,James Mungro,IND,26,RB,15,0,5,19,0,1,8,3.8,1.3,0,2004
180,176,James Mungro,IND,27,RB,12,0,7,15,0,1,7,2.1,1.3,0,2005
5,6,James Robinson,JAX,22,RB,14,14,240,1070,7,54,47,4.5,76.4,3,2020
24,25,James Robinson,JAX,23,RB,14,13,164,767,8,41,58,4.7,54.8,4,2021
45,45,James Robinson,2TM,24,RB,11,5,110,425,3,22,50,3.9,38.6,1,2022
108,106,James Starks,GNB,24,RB,3,0,29,101,0,5,16,3.5,33.7,0,2010
36,36,James Starks,GNB,25,RB,13,2,133,578,1,31,40,4.3,44.5,2,2011
62,61,James Starks,GNB,26,RB,6,2,71,255,1,13,22,3.6,42.5,1,2012
52,52,James Starks,GNB,27,RB,13,1,89,493,3,27,41,5.5,37.9,1,2013
55,55,James Starks,GNB,28,RB,16,0,85,333,2,17,41,3.9,20.8,1,2014
32,32,James Starks,GNB,29,RB,16,4,148,601,2,30,65,4.1,37.6,5,2015
71,70,James Starks,GNB,30,RB,9,4,63,145,0,9,11,2.3,16.1,1,2016
3,4,James Stewart,DET,29,RB,16,16,339,1184,10,66,34,3.5,74,4,2000
36,36,James Stewart,DET,30,RB,11,10,143,685,1,23,38,4.8,62.3,0,2001
20,21,James Stewart,DET,31,RB,14,9,231,1021,4,47,56,4.4,72.9,0,2002
173,169,James White,NWE,22,RB,3,0,9,38,0,1,11,4.2,12.7,0,2014
131,128,James White,NWE,23,RB,14,1,22,56,2,3,8,2.5,4,0,2015
90,89,James White,NWE,24,RB,16,4,39,166,0,8,16,4.3,10.4,0,2016
95,93,James White,NWE,25,RB,14,4,43,171,0,6,10,4,12.2,0,2017
52,52,James White,NWE,26,RB,16,3,94,425,5,22,27,4.5,26.6,0,2018
59,59,James White,NWE,27,RB,15,1,67,263,1,15,32,3.9,17.5,1,2019
109,107,James White,NWE,28,RB,14,0,35,121,2,6,10,3.5,8.6,1,2020
175,171,James White,NWE,29,RB,3,0,10,38,1,4,10,3.8,12.7,0,2021
135,132,Jamie Harper,TEN,22,RB,13,0,17,44,1,4,12,2.6,3.4,1,2011
137,134,Jamie Harper,TEN,23,RB,10,0,19,30,3,4,13,1.6,3,0,2012
141,138,Jamize Olawale,OAK,27,RB,16,7,17,47,2,5,17,2.8,2.9,0,2016
101,99,Jamycal Hasty,SFO,24,RB,8,0,39,148,1,7,20,3.8,18.5,1,2020
152,149,Jamycal Hasty,SFO,25,RB,11,0,16,68,1,6,21,4.3,6.2,2,2021
88,87,Jamycal Hasty,JAX,26,RB,17,0,46,194,2,7,61,4.2,11.4,0,2022
71,70,Jaret Patterson,WAS,22,RB,17,1,68,266,2,15,13,3.9,15.6,1,2021
150,147,Jaret Patterson,WAS,23,RB,3,0,17,78,0,3,14,4.6,26,0,2022
98,96,Jarrett Payton,TEN,25,RB,13,0,33,105,2,6,15,3.2,8.1,0,2005
143,140,Jarryd Hayne,SFO,27,RB,8,1,17,52,0,4,11,3.1,6.5,3,2015
34,34,Jason Brookins,BAL,25,RB,12,3,151,551,5,32,25,3.6,45.9,3,2001
276,269,Jason Davis,2TM,25,RB,6,3,1,0,0,0,0,0,0,0,2008
223,217,Jason Huntley,PHI,22,RB,5,0,5,19,0,1,10,3.8,3.8,0,2020
159,155,Jason Huntley,PHI,23,RB,1,0,13,51,0,2,18,3.9,51,0,2021
147,144,Jason Snelling,ATL,24,RB,7,0,13,43,1,6,17,3.3,6.1,0,2007
132,129,Jason Snelling,ATL,25,RB,16,1,15,62,0,5,13,4.1,3.9,0,2008
37,37,Jason Snelling,ATL,26,RB,14,2,142,613,4,39,31,4.3,43.8,2,2009
50,50,Jason Snelling,ATL,27,RB,14,0,87,324,2,20,30,3.7,23.1,2,2010
88,87,Jason Snelling,ATL,28,RB,15,0,44,151,0,8,18,3.4,10.1,0,2011
142,139,Jason Snelling,ATL,29,RB,16,2,18,63,0,3,11,3.5,3.9,1,2012
92,90,Jason Snelling,ATL,30,RB,14,1,44,164,1,9,17,3.7,11.7,0,2013
